customer_id,order_date,amount,channel,category
8,2024-08-23,16.47,mobile_app,grocery
8,2024-05-08,54.74,web,apparel
8,2024-09-12,25.98,mobile_app,grocery
8,2024-03-13,62.99,web,apparel
8,2024-09-30,19.86,web,home
8,2024-10-20,31.72,web,beauty
8,2024-06-25,63.55,in_store,apparel
8,2024-07-28,21.93,mobile_app,apparel
9,2024-11-16,7.07,mobile_app,apparel
9,2024-11-29,11.47,web,grocery
9,2024-11-01,11.77,web,electronics
10,2024-10-11,82.94,mobile_app,grocery
10,2024-11-18,54.61,web,home
10,2024-11-29,40.79,web,home
10,2024-08-07,17.59,mobile_app,beauty
10,2024-08-22,22.4,mobile_app,apparel
10,2024-08-16,111.06,in_store,home
11,2024-11-22,30.49,web,home
11,2024-12-31,21.72,in_store,electronics
11,2024-05-07,23.14,in_store,beauty
11,2024-04-16,11.41,mobile_app,beauty
11,2024-05-31,15.1,web,electronics
11,2024-04-10,37.29,in_store,beauty
11,2024-06-11,1.31,in_store,beauty
12,2024-12-19,48.15,mobile_app,grocery
12,2024-12-06,74.75,in_store,electronics
13,2024-07-14,110.53,mobile_app,apparel
13,2024-11-07,35.04,web,apparel
13,2024-10-04,59.36,web,beauty
13,2024-07-29,51.76,mobile_app,grocery
13,2024-10-22,44.92,mobile_app,beauty
13,2024-08-13,4.6,web,home
13,2024-09-18,154.75,mobile_app,home
13,2024-10-14,32.85,mobile_app,grocery
13,2024-08-30,34.81,mobile_app,apparel
14,2024-12-13,60.12,web,beauty
14,2024-10-22,87.72,web,electronics
14,2024-10-15,10.61,web,beauty
14,2024-09-18,10.51,in_store,grocery
14,2024-08-27,63.07,mobile_app,beauty
14,2024-09-05,36.07,web,grocery
14,2024-11-17,59.19,web,home
14,2024-10-13,131.4,in_store,beauty
15,2024-09-13,24.84,in_store,beauty
15,2024-08-31,7.05,mobile_app,beauty
16,2024-12-13,60.91,mobile_app,home
16,2024-11-14,42.81,mobile_app,beauty
16,2024-08-20,14.33,mobile_app,beauty
16,2024-10-19,43.37,mobile_app,electronics
16,2024-09-30,85.8,web,electronics
16,2024-11-02,68.19,mobile_app,beauty
17,2024-07-30,72.54,mobile_app,beauty
17,2024-10-18,25.12,mobile_app,grocery
17,2024-08-14,3.93,mobile_app,beauty
17,2024-09-13,36.89,in_store,home
17,2024-08-28,12.83,mobile_app,apparel
17,2024-11-19,30.84,web,electronics
17,2024-08-19,30.78,mobile_app,grocery
17,2024-10-31,28.9,mobile_app,home
19,2024-10-05,2.46,in_store,beauty
19,2024-06-25,5.73,web,apparel
19,2024-12-01,16.58,web,apparel
19,2024-10-16,75.41,web,grocery
19,2024-07-25,40.97,in_store,beauty
19,2024-10-12,7.76,in_store,home
19,2024-08-18,39.92,web,home
19,2024-05-30,58.13,mobile_app,beauty
19,2024-07-07,35.27,mobile_app,apparel
19,2024-08-30,34.72,web,apparel
19,2024-07-02,65.17,mobile_app,home
19,2024-09-12,56.2,web,home
19,2024-07-02,59.39,web,electronics
20,2024-08-20,266.76,in_store,apparel
20,2024-11-26,82.15,in_store,apparel
20,2024-11-20,50.81,web,electronics
20,2024-12-29,85.22,web,apparel
20,2024-12-08,95.65,mobile_app,electronics
20,2024-10-04,149.8,mobile_app,home
20,2024-08-17,164.79,web,electronics
20,2024-08-10,32.29,mobile_app,apparel
20,2024-10-20,39.88,web,grocery
20,2024-10-28,23.1,web,home
20,2024-11-20,171.99,mobile_app,home
20,2024-12-10,104.58,web,grocery
20,2024-07-27,112.75,web,beauty
20,2024-08-17,7.4,mobile_app,electronics
20,2024-08-30,14.04,in_store,apparel
20,2024-10-17,145.56,in_store,grocery
20,2024-09-08,78.56,mobile_app,home
20,2024-12-17,216.33,web,beauty
20,2024-10-20,138.35,mobile_app,grocery
20,2024-11-03,157.89,web,home
20,2024-09-23,62.81,mobile_app,electronics
20,2024-09-10,246.56,mobile_app,grocery
20,2024-08-31,116.55,web,electronics
20,2024-11-28,29.23,web,apparel
20,2024-10-21,186.49,in_store,beauty
20,2024-08-07,85.09,web,beauty
22,2024-08-10,55.41,web,grocery
22,2024-11-28,32.99,web,beauty
22,2024-09-27,30.78,in_store,beauty
22,2024-12-29,15.72,mobile_app,beauty
22,2024-11-09,46.94,mobile_app,beauty
22,2024-11-10,61.38,web,grocery
22,2024-11-29,23.96,web,beauty
22,2024-08-05,146.91,in_store,home
22,2024-12-30,140.54,web,home
22,2024-11-06,276.66,mobile_app,home
23,2024-12-21,43.79,web,apparel
23,2024-08-29,12.79,mobile_app,apparel
23,2024-09-07,56.46,in_store,home
23,2024-11-07,6.13,web,electronics
23,2024-09-12,42.26,in_store,electronics
23,2024-12-29,16.62,web,apparel
23,2024-08-19,105.76,web,beauty
24,2024-12-23,61.11,mobile_app,home
24,2024-11-07,27.1,in_store,home
24,2024-12-16,48.36,web,electronics
24,2024-12-12,68.52,mobile_app,apparel
25,2024-12-12,46.75,mobile_app,home
25,2024-10-17,328.12,mobile_app,beauty
25,2024-10-04,105.98,in_store,electronics
25,2024-10-12,289.58,mobile_app,beauty
25,2024-08-30,93.35,web,electronics
25,2024-12-19,185.57,mobile_app,beauty
25,2024-09-29,74.9,in_store,electronics
25,2024-12-03,139.23,web,apparel
25,2024-08-05,248.16,mobile_app,electronics
25,2024-11-23,135.05,in_store,apparel
25,2024-10-05,91.74,in_store,home
25,2024-09-10,52.82,web,apparel
25,2024-08-21,92.0,in_store,grocery
25,2024-09-16,39.07,mobile_app,grocery
25,2024-10-30,138.47,web,apparel
25,2024-08-25,168.48,web,beauty
25,2024-10-07,127.9,in_store,apparel
25,2024-10-19,67.07,in_store,grocery
25,2024-09-24,240.33,mobile_app,electronics
25,2024-11-18,109.68,mobile_app,electronics
25,2024-11-06,53.48,mobile_app,home
25,2024-08-17,128.74,mobile_app,grocery
25,2024-11-09,132.31,web,electronics
26,2024-11-05,204.82,web,grocery
26,2024-11-16,142.48,in_store,grocery
26,2024-12-28,62.72,in_store,grocery
26,2024-11-06,196.0,mobile_app,home
26,2024-12-16,47.12,in_store,home
26,2024-11-05,137.86,mobile_app,beauty
26,2024-10-30,434.14,web,grocery
26,2024-11-29,135.35,mobile_app,grocery
26,2024-11-09,260.21,in_store,apparel
26,2024-11-26,95.41,mobile_app,electronics
27,2024-05-03,257.47,web,apparel
27,2024-11-03,104.87,mobile_app,apparel
27,2024-04-26,21.76,mobile_app,apparel
27,2024-08-28,100.66,mobile_app,electronics
27,2024-12-29,228.24,mobile_app,electronics
27,2024-12-25,230.35,mobile_app,home
27,2024-04-09,145.9,mobile_app,grocery
27,2024-11-14,50.21,web,home
27,2024-10-22,80.4,in_store,home
27,2024-05-05,106.24,web,home
27,2024-08-23,41.31,web,electronics
27,2024-07-26,82.82,mobile_app,grocery
27,2024-11-12,92.57,in_store,home
27,2024-11-12,80.98,web,apparel
27,2024-07-14,236.69,mobile_app,home
27,2024-08-14,100.29,web,apparel
27,2024-05-26,63.55,web,grocery
27,2024-04-19,73.09,in_store,electronics
27,2024-07-15,194.64,mobile_app,electronics
27,2024-07-30,108.82,in_store,beauty
27,2024-11-26,25.48,mobile_app,beauty
28,2024-08-31,15.94,web,electronics
28,2024-06-29,42.89,mobile_app,apparel
28,2024-05-26,60.1,web,home
28,2024-08-10,22.89,web,apparel
28,2024-04-17,35.5,web,home
28,2024-11-20,124.56,in_store,beauty
28,2024-08-16,154.47,web,electronics
28,2024-07-02,121.35,web,grocery
28,2024-05-12,62.43,in_store,apparel
28,2024-06-01,24.91,web,home
28,2024-07-13,85.07,in_store,home
28,2024-04-23,1.44,web,beauty
28,2024-08-13,15.15,mobile_app,grocery
28,2024-05-11,62.03,web,beauty
28,2024-06-08,76.88,mobile_app,apparel
28,2024-12-10,28.96,mobile_app,beauty
28,2024-08-31,3.16,web,apparel
28,2024-11-08,46.78,web,apparel
28,2024-12-27,107.76,web,electronics
28,2024-10-06,93.84,in_store,apparel
28,2024-11-10,40.01,mobile_app,beauty
28,2024-12-23,22.96,mobile_app,apparel
28,2024-07-20,79.19,web,home
28,2024-07-03,91.25,web,electronics
28,2024-11-04,44.1,in_store,apparel
28,2024-12-24,73.01,web,beauty
28,2024-10-03,33.77,mobile_app,beauty
28,2024-12-26,27.67,mobile_app,electronics
28,2024-05-06,102.61,mobile_app,electronics
28,2024-06-07,48.01,web,apparel
28,2024-11-30,160.1,web,beauty
28,2024-10-07,33.2,mobile_app,electronics
28,2024-06-16,9.57,web,beauty
28,2024-12-14,47.76,web,apparel
29,2024-09-28,75.42,mobile_app,home
29,2024-12-02,134.67,in_store,electronics
29,2024-07-07,132.05,mobile_app,apparel
29,2024-08-01,62.55,mobile_app,electronics
29,2024-07-10,195.22,web,apparel
29,2024-07-28,169.19,web,apparel
29,2024-12-22,122.41,in_store,home
29,2024-07-17,160.11,mobile_app,home
29,2024-09-19,136.93,mobile_app,home
29,2024-12-30,406.84,mobile_app,apparel
29,2024-08-26,91.78,in_store,grocery
29,2024-12-02,129.88,web,grocery
29,2024-10-08,65.64,web,grocery
30,2024-10-26,40.47,in_store,beauty
30,2024-10-15,4.18,mobile_app,beauty
31,2024-09-20,40.23,web,electronics
31,2024-06-11,17.07,mobile_app,electronics
31,2024-12-16,120.84,web,beauty
31,2024-07-07,148.84,mobile_app,grocery
31,2024-12-17,11.79,web,home
31,2024-06-25,30.5,mobile_app,home
31,2024-12-12,73.08,web,apparel
31,2024-11-17,179.31,in_store,electronics
31,2024-08-07,21.75,mobile_app,grocery
31,2024-12-19,46.84,mobile_app,apparel
31,2024-07-01,115.75,mobile_app,electronics
31,2024-08-27,86.93,web,grocery
31,2024-12-17,20.13,mobile_app,apparel
31,2024-09-15,42.93,in_store,electronics
31,2024-09-07,98.25,web,grocery
31,2024-10-01,118.23,web,apparel
31,2024-12-27,123.5,mobile_app,grocery
32,2024-10-14,311.83,mobile_app,grocery
32,2024-12-07,47.37,in_store,beauty
32,2024-05-29,29.79,web,apparel
32,2024-08-15,108.72,mobile_app,grocery
32,2024-03-02,85.94,web,grocery
32,2024-02-26,72.69,web,beauty
32,2024-05-14,109.14,mobile_app,apparel
32,2024-11-05,184.6,web,electronics
32,2024-06-04,59.46,mobile_app,home
32,2024-11-03,75.03,mobile_app,grocery
32,2024-08-10,165.91,in_store,grocery
32,2024-04-27,241.77,mobile_app,home
32,2024-05-20,9.48,web,home
32,2024-03-26,105.35,web,home
32,2024-11-13,18.1,in_store,home
32,2024-05-27,77.52,in_store,apparel
32,2024-07-03,82.94,mobile_app,grocery
32,2024-05-25,224.53,mobile_app,apparel
32,2024-07-02,149.48,mobile_app,apparel
32,2024-08-31,350.25,mobile_app,beauty
32,2024-02-15,43.86,in_store,beauty
32,2024-03-18,119.5,mobile_app,home
32,2024-08-26,15.77,web,beauty
32,2024-04-06,21.11,in_store,electronics
32,2024-10-12,26.8,web,apparel
32,2024-10-03,176.68,in_store,electronics
32,2024-10-13,49.15,web,electronics
32,2024-12-18,34.24,mobile_app,home
32,2024-12-27,101.96,mobile_app,apparel
32,2024-08-09,24.38,web,home
32,2024-08-06,7.86,web,apparel
32,2024-11-26,148.96,web,apparel
32,2024-05-18,6.15,web,grocery
32,2024-08-04,26.46,mobile_app,apparel
32,2024-10-03,132.23,mobile_app,grocery
32,2024-04-15,278.76,mobile_app,beauty
32,2024-12-21,233.41,web,electronics
32,2024-06-09,144.74,in_store,apparel
32,2024-07-26,124.03,web,beauty
32,2024-04-26,56.14,web,electronics
32,2024-06-09,127.26,web,beauty
32,2024-10-19,171.38,in_store,grocery
32,2024-08-21,6.15,web,beauty
32,2024-11-13,32.15,mobile_app,beauty
32,2024-08-17,123.57,mobile_app,electronics
32,2024-12-23,100.64,mobile_app,apparel
32,2024-02-07,5.34,web,beauty
32,2024-05-08,91.05,web,apparel
32,2024-11-04,65.67,mobile_app,grocery
32,2024-05-01,82.78,mobile_app,grocery
32,2024-06-27,170.27,in_store,beauty
32,2024-06-05,92.26,in_store,home
32,2024-04-08,118.37,web,electronics
32,2024-07-18,93.24,in_store,grocery
32,2024-10-17,83.4,mobile_app,home
32,2024-05-03,53.65,web,grocery
32,2024-12-03,63.86,web,grocery
32,2024-06-26,63.83,web,home
32,2024-06-14,64.03,web,beauty
32,2024-07-21,64.2,mobile_app,beauty
32,2024-06-11,419.76,web,grocery
32,2024-05-19,66.44,mobile_app,beauty
32,2024-12-07,331.68,mobile_app,apparel
32,2024-05-08,87.83,web,home
33,2024-04-01,12.85,web,home
33,2024-03-10,153.61,web,apparel
33,2024-11-06,29.49,mobile_app,apparel
33,2024-11-24,44.75,mobile_app,apparel
33,2024-07-08,86.58,web,apparel
33,2024-10-28,49.9,web,grocery
33,2024-11-11,13.25,in_store,beauty
33,2024-03-12,57.9,web,apparel
33,2024-09-23,27.18,mobile_app,home
33,2024-05-19,71.98,mobile_app,electronics
33,2024-09-02,48.38,mobile_app,apparel
34,2024-12-12,14.37,mobile_app,grocery
35,2024-08-26,80.98,mobile_app,apparel
35,2024-12-05,74.84,in_store,apparel
35,2024-06-30,57.39,web,apparel
35,2024-01-31,56.26,mobile_app,grocery
35,2024-02-10,35.17,in_store,beauty
35,2024-03-27,44.44,mobile_app,home
35,2024-06-17,49.19,in_store,beauty
35,2024-07-17,47.26,in_store,beauty
35,2024-04-15,56.26,web,grocery
35,2024-08-13,73.7,mobile_app,home
35,2024-09-01,104.33,in_store,home
35,2024-05-11,83.67,in_store,beauty
35,2024-11-30,77.81,web,grocery
35,2024-08-01,69.6,mobile_app,apparel
35,2024-06-16,120.9,web,apparel
35,2024-03-13,84.66,mobile_app,electronics
35,2024-04-16,47.0,web,beauty
35,2024-05-16,26.62,web,grocery
35,2024-02-21,64.86,web,electronics
37,2024-12-17,183.89,mobile_app,electronics
37,2024-11-07,38.13,web,beauty
37,2024-10-21,256.02,web,electronics
37,2024-10-04,68.63,mobile_app,apparel
37,2024-11-13,38.17,in_store,home
37,2024-11-22,202.2,mobile_app,grocery
37,2024-09-19,80.75,mobile_app,electronics
37,2024-10-12,69.04,in_store,apparel
37,2024-09-13,154.35,in_store,apparel
37,2024-12-25,102.53,in_store,electronics
37,2024-12-19,50.91,web,electronics
37,2024-12-11,223.44,mobile_app,grocery
37,2024-11-03,77.38,web,grocery
37,2024-11-24,12.79,mobile_app,apparel
37,2024-09-28,61.29,web,beauty
37,2024-09-09,17.2,in_store,apparel
37,2024-11-25,27.64,web,electronics
37,2024-12-11,56.18,in_store,electronics
37,2024-09-21,73.38,mobile_app,beauty
38,2024-07-28,12.11,web,beauty
38,2024-06-18,29.68,web,grocery
38,2024-06-23,36.51,web,apparel
38,2024-08-15,61.96,mobile_app,electronics
38,2024-11-03,24.54,mobile_app,electronics
38,2024-07-21,13.03,mobile_app,home
38,2024-06-22,16.5,web,apparel
39,2024-10-06,26.02,web,grocery
39,2024-10-29,98.36,mobile_app,electronics
39,2024-12-16,71.83,in_store,home
39,2024-11-11,45.47,web,grocery
39,2024-11-14,26.16,in_store,grocery
39,2024-11-14,23.12,mobile_app,grocery
39,2024-12-18,10.92,in_store,beauty
40,2024-09-02,18.83,web,electronics
40,2024-08-19,153.09,web,home
40,2024-06-13,73.51,in_store,beauty
40,2024-08-26,78.81,web,home
40,2024-12-21,60.11,in_store,home
40,2024-07-11,27.59,in_store,grocery
40,2024-09-08,56.22,mobile_app,home
40,2024-11-13,89.31,in_store,electronics
40,2024-10-04,34.73,web,home
40,2024-08-05,47.87,web,home
42,2024-05-12,115.89,in_store,grocery
42,2024-06-14,107.51,web,apparel
42,2024-05-20,121.23,mobile_app,beauty
42,2024-06-05,79.86,mobile_app,electronics
42,2024-09-06,50.04,mobile_app,beauty
42,2024-11-26,188.49,web,electronics
42,2024-11-25,104.94,in_store,apparel
42,2024-12-11,149.46,mobile_app,apparel
42,2024-08-25,97.85,web,home
42,2024-09-28,136.41,web,apparel
42,2024-10-13,73.48,in_store,beauty
42,2024-06-13,120.55,in_store,electronics
42,2024-07-16,92.82,web,apparel
42,2024-07-28,53.98,mobile_app,apparel
42,2024-06-16,74.35,web,beauty
42,2024-05-20,47.71,in_store,grocery
42,2024-07-05,128.03,mobile_app,electronics
42,2024-08-30,64.8,in_store,apparel
42,2024-11-04,238.44,in_store,apparel
42,2024-12-12,53.02,web,electronics
42,2024-10-16,78.54,in_store,apparel
42,2024-11-27,142.08,web,home
42,2024-06-01,370.72,web,grocery
42,2024-11-13,16.69,web,beauty
42,2024-11-25,350.64,web,home
43,2024-08-30,10.27,mobile_app,electronics
43,2024-09-01,32.2,mobile_app,electronics
44,2024-12-21,92.59,in_store,grocery
44,2024-12-18,51.51,in_store,grocery
44,2024-12-15,119.27,web,beauty
44,2024-12-03,123.05,web,beauty
45,2024-11-29,47.64,mobile_app,home
45,2024-10-17,29.83,mobile_app,grocery
46,2024-06-01,17.84,web,home
46,2024-04-21,17.56,in_store,electronics
46,2024-11-06,7.73,web,electronics
46,2024-04-27,1.0,web,home
46,2024-03-02,2.42,web,apparel
46,2024-05-04,25.63,mobile_app,beauty
46,2024-03-29,83.43,web,beauty
46,2024-05-09,45.22,web,electronics
46,2024-01-18,39.68,in_store,grocery
47,2024-04-26,21.05,web,apparel
47,2024-11-18,25.67,in_store,electronics
47,2024-10-07,27.32,mobile_app,electronics
48,2024-05-23,3.57,web,electronics
48,2024-08-26,20.69,web,grocery
48,2024-09-23,30.5,in_store,electronics
48,2024-07-15,94.1,mobile_app,electronics
48,2024-08-01,4.74,mobile_app,grocery
48,2024-06-28,39.85,web,beauty
48,2024-08-12,73.07,mobile_app,apparel
48,2024-08-30,15.32,mobile_app,beauty
48,2024-11-03,103.56,mobile_app,home
48,2024-12-10,34.43,mobile_app,beauty
48,2024-08-02,98.17,web,electronics
48,2024-11-27,16.81,mobile_app,beauty
48,2024-11-24,34.36,web,electronics
48,2024-05-26,47.36,in_store,grocery
49,2024-12-13,5.52,web,grocery
49,2024-12-11,20.99,web,apparel
49,2024-12-05,26.56,mobile_app,grocery
50,2024-10-31,8.06,in_store,apparel
50,2024-10-29,24.15,mobile_app,apparel
50,2024-12-15,6.42,web,beauty
50,2024-10-24,49.51,web,electronics
50,2024-12-23,45.24,web,beauty
50,2024-10-13,18.35,mobile_app,home
51,2024-08-14,42.04,in_store,grocery
51,2024-10-14,73.6,in_store,apparel
51,2024-12-05,64.01,in_store,grocery
51,2024-12-22,71.45,mobile_app,grocery
51,2024-10-01,14.41,web,home
51,2024-12-06,88.5,mobile_app,beauty
51,2024-08-30,69.61,web,grocery
51,2024-11-03,68.37,in_store,electronics
51,2024-12-16,44.88,mobile_app,grocery
51,2024-11-05,171.42,in_store,beauty
51,2024-10-27,117.81,web,beauty
51,2024-10-16,108.53,web,beauty
51,2024-09-05,118.88,in_store,apparel
51,2024-08-24,171.84,mobile_app,home
51,2024-10-14,90.84,web,apparel
51,2024-11-13,149.25,mobile_app,beauty
51,2024-08-01,227.09,mobile_app,home
51,2024-10-17,187.79,web,grocery
51,2024-08-12,117.7,web,grocery
51,2024-10-23,100.85,mobile_app,electronics
51,2024-11-02,84.24,web,electronics
51,2024-12-20,84.34,web,grocery
51,2024-08-27,94.67,web,home
51,2024-08-23,217.92,mobile_app,grocery
52,2024-12-25,79.86,web,grocery
52,2024-11-26,161.51,mobile_app,electronics
52,2024-11-24,42.1,mobile_app,home
53,2024-05-01,138.05,web,grocery
53,2024-04-21,158.21,in_store,apparel
53,2024-08-30,132.54,mobile_app,grocery
53,2024-04-11,248.42,mobile_app,beauty
53,2024-10-12,128.7,web,beauty
53,2024-11-22,253.83,mobile_app,electronics
53,2024-11-10,377.72,in_store,home
53,2024-10-07,48.85,web,apparel
53,2024-08-08,203.91,in_store,grocery
53,2024-06-12,116.71,mobile_app,apparel
53,2024-10-27,85.54,mobile_app,home
53,2024-07-06,178.34,web,apparel
53,2024-07-08,56.09,mobile_app,grocery
53,2024-10-31,291.15,in_store,apparel
53,2024-11-12,117.29,web,grocery
53,2024-10-05,261.99,web,apparel
53,2024-07-21,41.41,in_store,home
53,2024-12-27,225.71,web,beauty
53,2024-11-18,61.18,web,grocery
53,2024-10-30,42.69,in_store,home
53,2024-04-18,65.26,in_store,electronics
53,2024-04-23,13.26,web,home
53,2024-07-18,61.13,mobile_app,apparel
53,2024-07-21,139.05,mobile_app,apparel
53,2024-03-28,25.13,web,electronics
53,2024-06-11,80.42,web,electronics
53,2024-08-04,257.57,mobile_app,grocery
53,2024-04-01,131.07,mobile_app,beauty
53,2024-03-03,139.45,mobile_app,beauty
53,2024-05-31,55.5,web,grocery
53,2024-07-16,82.55,mobile_app,apparel
53,2024-11-07,39.47,mobile_app,beauty
53,2024-11-18,193.64,mobile_app,apparel
53,2024-09-06,46.99,web,electronics
53,2024-02-25,222.89,mobile_app,electronics
53,2024-11-08,1.78,mobile_app,home
53,2024-11-24,165.32,web,grocery
53,2024-09-05,105.32,web,apparel
53,2024-03-11,37.26,web,home
53,2024-04-13,114.57,mobile_app,apparel
53,2024-12-10,87.43,web,apparel
53,2024-10-05,29.25,mobile_app,apparel
53,2024-08-28,71.93,mobile_app,home
53,2024-12-31,251.23,mobile_app,grocery
53,2024-03-11,15.86,mobile_app,grocery
53,2024-04-02,67.84,in_store,home
53,2024-09-20,133.49,mobile_app,apparel
53,2024-05-05,209.03,in_store,grocery
53,2024-05-07,170.09,in_store,beauty
53,2024-12-25,64.11,web,beauty
53,2024-10-30,14.86,mobile_app,apparel
53,2024-07-05,195.25,mobile_app,beauty
53,2024-09-05,70.4,web,electronics
53,2024-10-21,140.56,web,grocery
53,2024-04-11,144.05,web,electronics
53,2024-10-15,100.84,mobile_app,home
53,2024-10-31,263.97,in_store,apparel
53,2024-09-09,211.74,mobile_app,beauty
53,2024-06-18,81.35,web,apparel
53,2024-06-18,195.5,mobile_app,home
53,2024-12-08,108.66,mobile_app,electronics
54,2024-02-21,5.02,web,electronics
54,2024-06-24,4.55,in_store,apparel
55,2024-09-28,8.54,web,apparel
55,2024-12-24,24.78,web,grocery
55,2024-11-24,44.0,in_store,home
55,2024-11-15,8.11,mobile_app,electronics
56,2024-09-17,20.95,mobile_app,grocery
56,2024-10-22,262.86,mobile_app,apparel
56,2024-11-11,124.39,mobile_app,home
56,2024-12-06,25.74,web,apparel
57,2024-12-27,30.23,in_store,grocery
57,2024-08-04,10.23,web,home
57,2024-05-12,12.14,in_store,beauty
57,2024-03-28,40.96,mobile_app,home
57,2024-06-04,13.03,web,home
57,2024-07-20,14.91,in_store,beauty
58,2024-12-01,338.91,web,home
58,2024-11-15,188.6,web,home
58,2024-08-10,57.93,web,grocery
58,2024-12-16,123.01,mobile_app,apparel
58,2024-07-28,183.62,in_store,home
58,2024-10-27,255.48,mobile_app,apparel
58,2024-10-08,233.5,web,electronics
58,2024-08-30,118.65,web,beauty
58,2024-12-09,220.67,web,grocery
58,2024-09-20,76.68,mobile_app,home
58,2024-07-24,147.05,web,apparel
58,2024-12-04,30.39,mobile_app,beauty
58,2024-09-10,102.21,in_store,electronics
58,2024-07-27,354.31,web,grocery
58,2024-10-16,97.64,mobile_app,grocery
58,2024-09-22,50.72,in_store,apparel
58,2024-11-23,93.21,mobile_app,home
58,2024-07-08,28.6,mobile_app,grocery
58,2024-08-08,280.03,mobile_app,electronics
58,2024-11-26,286.45,web,apparel
58,2024-07-16,51.6,mobile_app,apparel
58,2024-07-15,76.29,in_store,apparel
58,2024-10-09,21.64,web,grocery
58,2024-07-05,206.67,web,grocery
58,2024-08-13,75.06,mobile_app,electronics
58,2024-10-09,62.21,mobile_app,home
58,2024-11-25,267.18,web,beauty
58,2024-08-31,101.03,web,home
58,2024-07-13,122.67,mobile_app,beauty
58,2024-10-16,130.29,in_store,home
58,2024-08-23,92.76,mobile_app,home
58,2024-07-04,91.06,mobile_app,apparel
58,2024-11-27,73.77,web,home
58,2024-11-26,255.76,web,home
58,2024-08-22,94.24,in_store,apparel
58,2024-07-26,67.56,web,apparel
58,2024-08-22,116.24,web,grocery
58,2024-07-16,100.32,web,grocery
58,2024-09-26,47.77,mobile_app,beauty
58,2024-07-10,172.37,web,grocery
58,2024-09-02,17.05,web,electronics
58,2024-09-13,36.35,web,electronics
58,2024-11-22,168.9,in_store,beauty
58,2024-12-21,195.45,mobile_app,electronics
58,2024-08-14,50.73,mobile_app,electronics
58,2024-08-26,57.28,in_store,beauty
59,2024-05-13,22.61,web,beauty
59,2024-10-26,79.45,web,home
59,2024-06-20,40.61,mobile_app,home
59,2024-10-07,52.74,web,apparel
59,2024-06-10,68.57,in_store,beauty
59,2024-12-11,60.25,mobile_app,electronics
59,2024-05-04,27.07,web,grocery
59,2024-07-28,95.03,mobile_app,grocery
59,2024-06-08,259.71,web,electronics
60,2024-09-03,20.01,web,electronics
60,2024-06-28,12.06,mobile_app,home
60,2024-10-22,9.26,mobile_app,beauty
60,2024-07-11,40.9,mobile_app,home
60,2024-05-29,38.1,mobile_app,beauty
60,2024-10-12,8.62,web,electronics
60,2024-07-06,34.07,mobile_app,apparel
60,2024-07-12,15.58,web,electronics
60,2024-08-30,22.26,web,electronics
61,2024-09-20,70.76,mobile_app,apparel
61,2024-05-02,42.31,web,beauty
62,2024-10-19,71.35,web,home
62,2024-10-22,17.28,in_store,apparel
62,2024-10-30,96.87,web,apparel
62,2024-09-15,97.83,web,grocery
62,2024-10-03,65.3,in_store,electronics
62,2024-11-02,84.3,in_store,grocery
62,2024-12-17,11.86,web,apparel
62,2024-11-21,26.48,web,electronics
