customer_id,segment,age,preferred_channel,signup_date,_loyalty,_basket_mean
38,bargain_hunter,66.0,mobile_app,2024-05-04,0.35,25
39,regular,45.0,in_store,2024-09-27,0.6,55
40,regular,57.0,web,2024-05-22,0.6,55
41,regular,28.0,web,2024-12-24,0.6,55
42,loyal_vip,53.0,in_store,2024-05-04,0.85,120
43,bargain_hunter,40.0,web,2024-06-20,0.35,25
44,loyal_vip,47.0,web,2024-11-28,0.85,120
45,bargain_hunter,27.0,web,2024-09-14,0.35,25
46,bargain_hunter,55.0,in_store,2024-01-16,0.35,25
47,bargain_hunter,33.0,in_store,2024-04-20,0.35,25
48,regular,45.0,web,2024-05-14,0.6,55
49,regular,33.0,mobile_app,2024-11-17,0.6,55
50,regular,30.0,mobile_app,2024-09-20,0.6,55
51,loyal_vip,18.0,in_store,2024-07-28,0.85,120
52,regular,53.0,in_store,2024-11-22,0.6,55
53,loyal_vip,18.0,web,2024-02-01,0.85,120
54,bargain_hunter,32.0,web,2024-01-08,0.35,25
55,bargain_hunter,38.0,in_store,2024-09-15,0.35,25
56,regular,37.0,web,2024-09-03,0.6,55
57,bargain_hunter,22.0,mobile_app,2024-02-26,0.35,25
58,loyal_vip,47.0,mobile_app,2024-07-04,0.85,120
59,regular,50.0,web,2024-05-04,0.6,55
60,bargain_hunter,50.0,mobile_app,2024-04-30,0.35,25
61,one_off,37.0,mobile_app,2024-04-24,0.1,40
62,regular,49.0,web,2024-08-21,0.6,55
63,loyal_vip,35.0,web,2024-04-30,0.85,120
64,bargain_hunter,18.0,mobile_app,2024-04-19,0.35,25
65,loyal_vip,36.0,web,2024-04-18,0.85,120
66,regular,,mobile_app,2024-10-20,0.6,55
67,loyal_vip,37.0,web,2024-12-01,0.85,120
68,bargain_hunter,41.0,web,2024-03-05,0.35,25
69,loyal_vip,57.0,mobile_app,2024-10-14,0.85,120
70,one_off,40.0,in_store,2024-10-04,0.1,40
71,regular,34.0,in_store,2024-08-29,0.6,55
72,loyal_vip,45.0,mobile_app,2024-09-06,0.85,120
73,loyal_vip,52.0,in_store,2024-02-27,0.85,120
74,loyal_vip,18.0,mobile_app,2024-05-18,0.85,120
75,loyal_vip,39.0,mobile_app,2024-03-08,0.85,120
76,regular,42.0,web,2024-01-12,0.6,55
77,regular,38.0,mobile_app,2024-11-17,0.6,55
78,loyal_vip,39.0,mobile_app,2024-12-13,0.85,120
79,one_off,18.0,mobile_app,2024-07-07,0.1,40
80,bargain_hunter,,mobile_app,2024-04-27,0.35,25
81,bargain_hunter,41.0,web,2024-05-09,0.35,25
82,regular,24.0,mobile_app,2024-05-16,0.6,55
83,regular,24.0,mobile_app,2024-01-09,0.6,55
84,bargain_hunter,30.0,web,2024-11-06,0.35,25
85,regular,,in_store,2024-08-30,0.6,55
86,regular,24.0,web,2024-04-09,0.6,55
87,one_off,61.0,mobile_app,2024-05-29,0.1,40
88,loyal_vip,61.0,in_store,2024-01-18,0.85,120
89,regular,38.0,web,2024-04-05,0.6,55
90,regular,30.0,mobile_app,2024-07-30,0.6,55
91,bargain_hunter,34.0,web,2024-05-15,0.35,25
92,bargain_hunter,63.0,mobile_app,2024-06-07,0.35,25
93,regular,35.0,mobile_app,2024-08-15,0.6,55
94,bargain_hunter,39.0,web,2024-10-15,0.35,25
95,one_off,49.0,mobile_app,2024-12-07,0.1,40
96,regular,18.0,mobile_app,2024-07-13,0.6,55
97,regular,55.0,web,2024-05-30,0.6,55
98,one_off,18.0,in_store,2024-06-09,0.1,40
99,bargain_hunter,18.0,in_store,2024-05-14,0.35,25
100,regular,49.0,web,2024-07-20,0.6,55
101,regular,50.0,mobile_app,2024-09-08,0.6,55
102,loyal_vip,24.0,mobile_app,2024-03-24,0.85,120
103,loyal_vip,40.0,mobile_app,2024-05-30,0.85,120
104,bargain_hunter,53.0,mobile_app,2024-12-30,0.35,25
105,regular,59.0,web,2024-02-29,0.6,55
106,one_off,55.0,web,2024-10-26,0.1,40
107,one_off,,mobile_app,2024-10-05,0.1,40
108,one_off,47.0,web,2024-03-04,0.1,40
109,bargain_hunter,42.0,web,2024-04-27,0.35,25
110,bargain_hunter,39.0,web,2024-12-31,0.35,25
111,one_off,33.0,web,2024-10-10,0.1,40
112,regular,65.0,web,2024-11-18,0.6,55
113,bargain_hunter,23.0,web,2024-05-10,0.35,25
114,loyal_vip,40.0,web,2024-05-06,0.85,120
115,regular,47.0,web,2024-10-31,0.6,55
116,bargain_hunter,38.0,mobile_app,2024-02-05,0.35,25
117,regular,18.0,mobile_app,2024-08-23,0.6,55
118,bargain_hunter,18.0,mobile_app,2024-09-09,0.35,25
119,bargain_hunter,35.0,mobile_app,2024-05-02,0.35,25
120,regular,47.0,web,2024-07-06,0.6,55
121,regular,49.0,mobile_app,2024-07-18,0.6,55
122,bargain_hunter,57.0,mobile_app,2024-04-09,0.35,25
123,bargain_hunter,29.0,web,2024-03-24,0.35,25
124,bargain_hunter,34.0,web,2024-09-11,0.35,25
125,loyal_vip,52.0,web,2024-08-12,0.85,120
126,regular,36.0,web,2024-08-20,0.6,55
127,bargain_hunter,43.0,web,2024-04-10,0.35,25
128,regular,21.0,web,2024-10-21,0.6,55
129,regular,23.0,mobile_app,2024-09-26,0.6,55
130,bargain_hunter,22.0,mobile_app,2024-09-20,0.35,25
131,bargain_hunter,65.0,mobile_app,2024-12-24,0.35,25
132,regular,36.0,web,2024-06-17,0.6,55
133,regular,35.0,mobile_app,2024-01-09,0.6,55
134,bargain_hunter,29.0,web,2024-07-09,0.35,25
135,bargain_hunter,35.0,mobile_app,2024-08-10,0.35,25
136,regular,53.0,mobile_app,2024-05-11,0.6,55
137,one_off,38.0,mobile_app,2024-07-09,0.1,40
138,regular,32.0,mobile_app,2024-07-05,0.6,55
139,bargain_hunter,49.0,web,2024-01-24,0.35,25
140,loyal_vip,18.0,in_store,2024-09-28,0.85,120
141,bargain_hunter,38.0,web,2024-05-05,0.35,25
142,bargain_hunter,41.0,mobile_app,2024-09-04,0.35,25
143,loyal_vip,28.0,mobile_app,2024-08-05,0.85,120
144,regular,56.0,mobile_app,2024-10-22,0.6,55
145,regular,18.0,mobile_app,2024-05-20,0.6,55
146,regular,26.0,mobile_app,2024-04-26,0.6,55
147,bargain_hunter,38.0,in_store,2024-04-05,0.35,25
148,regular,22.0,web,2024-09-06,0.6,55
149,regular,29.0,in_store,2024-06-25,0.6,55
150,regular,36.0,mobile_app,2024-05-07,0.6,55
151,loyal_vip,40.0,mobile_app,2024-12-30,0.85,120
152,bargain_hunter,39.0,web,2024-04-25,0.35,25
153,regular,37.0,web,2024-04-29,0.6,55
154,loyal_vip,26.0,mobile_app,2024-11-03,0.85,120
155,regular,52.0,mobile_app,2024-11-04,0.6,55
156,regular,37.0,web,2024-03-26,0.6,55
157,regular,28.0,in_store,2024-08-11,0.6,55
158,one_off,,web,2024-05-23,0.1,40
159,regular,43.0,mobile_app,2024-07-25,0.6,55
160,bargain_hunter,49.0,web,2024-10-28,0.35,25
161,regular,40.0,in_store,2024-07-18,0.6,55
162,regular,27.0,web,2024-12-17,0.6,55
163,loyal_vip,36.0,web,2024-09-15,0.85,120
164,regular,36.0,mobile_app,2024-04-10,0.6,55
165,one_off,22.0,in_store,2024-01-09,0.1,40
166,one_off,42.0,web,2024-08-25,0.1,40
167,bargain_hunter,20.0,web,2024-08-07,0.35,25
168,regular,37.0,in_store,2024-06-20,0.6,55
169,regular,,mobile_app,2024-04-03,0.6,55
170,bargain_hunter,55.0,mobile_app,2024-09-08,0.35,25
171,bargain_hunter,81.0,mobile_app,2024-11-24,0.35,25
172,regular,30.0,web,2024-07-01,0.6,55
173,regular,38.0,web,2024-12-14,0.6,55
174,regular,18.0,in_store,2024-10-30,0.6,55
175,regular,42.0,mobile_app,2024-11-18,0.6,55
176,bargain_hunter,21.0,web,2024-04-03,0.35,25
177,loyal_vip,52.0,web,2024-07-10,0.85,120
178,regular,30.0,web,2024-11-12,0.6,55
179,regular,24.0,in_store,2024-05-24,0.6,55
180,loyal_vip,54.0,mobile_app,2024-01-17,0.85,120
181,loyal_vip,45.0,in_store,2024-06-02,0.85,120
182,regular,49.0,in_store,2024-06-26,0.6,55
183,loyal_vip,45.0,mobile_app,2024-05-29,0.85,120
184,regular,39.0,web,2024-11-30,0.6,55
185,regular,47.0,mobile_app,2024-05-27,0.6,55
186,loyal_vip,62.0,web,2024-04-19,0.85,120
187,regular,29.0,mobile_app,2024-07-09,0.6,55
188,one_off,39.0,mobile_app,2024-10-15,0.1,40
189,one_off,27.0,in_store,2024-08-04,0.1,40
190,one_off,25.0,mobile_app,2024-03-06,0.1,40
191,loyal_vip,51.0,mobile_app,2024-01-07,0.85,120
192,bargain_hunter,45.0,mobile_app,2024-06-13,0.35,25
193,bargain_hunter,45.0,in_store,2024-10-05,0.35,25
194,loyal_vip,45.0,web,2024-05-21,0.85,120
195,bargain_hunter,34.0,in_store,2024-06-22,0.35,25
196,regular,42.0,web,2024-08-30,0.6,55
197,regular,18.0,web,2024-06-18,0.6,55
198,bargain_hunter,19.0,in_store,2024-06-01,0.35,25
199,loyal_vip,37.0,mobile_app,2024-11-27,0.85,120
200,bargain_hunter,32.0,mobile_app,2024-03-29,0.35,25
201,regular,24.0,web,2024-02-08,0.6,55
202,loyal_vip,29.0,mobile_app,2024-07-25,0.85,120
203,bargain_hunter,42.0,mobile_app,2024-06-11,0.35,25
204,one_off,40.0,web,2024-02-20,0.1,40
205,regular,29.0,mobile_app,2024-02-08,0.6,55
206,regular,43.0,web,2024-08-21,0.6,55
207,loyal_vip,34.0,mobile_app,2024-11-21,0.85,120
208,one_off,46.0,in_store,2024-09-28,0.1,40
209,one_off,43.0,web,2024-11-26,0.1,40
210,bargain_hunter,26.0,web,2024-09-26,0.35,25
211,loyal_vip,24.0,mobile_app,2024-07-02,0.85,120
212,bargain_hunter,51.0,mobile_app,2024-01-13,0.35,25
213,bargain_hunter,30.0,web,2024-05-03,0.35,25
214,bargain_hunter,64.0,mobile_app,2024-02-27,0.35,25
215,loyal_vip,22.0,web,2024-07-04,0.85,120
216,one_off,64.0,mobile_app,2024-02-29,0.1,40
217,regular,39.0,mobile_app,2024-07-14,0.6,55
218,regular,46.0,in_store,2024-11-13,0.6,55
219,loyal_vip,32.0,mobile_app,2024-10-08,0.85,120
220,regular,40.0,mobile_app,2024-02-23,0.6,55
221,regular,57.0,mobile_app,2024-08-13,0.6,55
222,bargain_hunter,20.0,web,2024-10-27,0.35,25
223,bargain_hunter,18.0,mobile_app,2024-10-06,0.35,25
224,bargain_hunter,24.0,web,2024-11-29,0.35,25
225,regular,56.0,in_store,2024-10-11,0.6,55
226,one_off,35.0,mobile_app,2024-01-17,0.1,40
227,bargain_hunter,28.0,mobile_app,2024-03-16,0.35,25
228,bargain_hunter,,web,2024-01-02,0.35,25
229,regular,,mobile_app,2024-03-25,0.6,55
230,bargain_hunter,75.0,web,2024-08-17,0.35,25
231,regular,27.0,web,2024-09-30,0.6,55
232,regular,38.0,mobile_app,2024-12-29,0.6,55
233,one_off,53.0,mobile_app,2024-10-13,0.1,40
234,loyal_vip,21.0,web,2024-10-10,0.85,120
235,loyal_vip,32.0,mobile_app,2024-04-17,0.85,120
236,bargain_hunter,36.0,mobile_app,2024-02-28,0.35,25
237,bargain_hunter,32.0,web,2024-08-23,0.35,25
238,bargain_hunter,48.0,web,2024-01-29,0.35,25
239,bargain_hunter,52.0,mobile_app,2024-10-07,0.35,25
240,regular,18.0,web,2024-04-24,0.6,55
241,bargain_hunter,70.0,mobile_app,2024-05-26,0.35,25
242,one_off,27.0,mobile_app,2024-04-15,0.1,40
243,bargain_hunter,44.0,mobile_app,2024-08-27,0.35,25
244,regular,33.0,web,2024-01-30,0.6,55
245,regular,42.0,in_store,2024-01-15,0.6,55
246,bargain_hunter,57.0,web,2024-07-02,0.35,25
247,bargain_hunter,60.0,in_store,2024-04-24,0.35,25
248,loyal_vip,26.0,web,2024-08-24,0.85,120
249,bargain_hunter,24.0,mobile_app,2024-04-03,0.35,25
250,one_off,28.0,web,2024-02-17,0.1,40
251,bargain_hunter,30.0,mobile_app,2024-06-14,0.35,25
252,regular,52.0,mobile_app,2024-12-10,0.6,55
253,bargain_hunter,35.0,web,2024-01-22,0.35,25
254,loyal_vip,18.0,mobile_app,2024-12-15,0.85,120
255,bargain_hunter,20.0,web,2024-12-22,0.35,25
256,regular,41.0,web,2024-06-21,0.6,55
257,bargain_hunter,44.0,web,2024-07-22,0.35,25
258,loyal_vip,55.0,web,2024-07-27,0.85,120
259,bargain_hunter,27.0,web,2024-08-04,0.35,25
260,one_off,22.0,web,2024-11-29,0.1,40
261,regular,30.0,web,2024-03-15,0.6,55
262,bargain_hunter,57.0,web,2024-08-12,0.35,25
263,bargain_hunter,46.0,web,2024-11-01,0.35,25
264,regular,45.0,in_store,2024-07-26,0.6,55
265,one_off,44.0,mobile_app,2024-10-07,0.1,40
266,regular,39.0,mobile_app,2024-03-09,0.6,55
267,one_off,45.0,web,2024-10-23,0.1,40
268,regular,45.0,web,2024-02-09,0.6,55
269,one_off,38.0,mobile_app,2024-04-05,0.1,40
270,bargain_hunter,18.0,mobile_app,2024-03-31,0.35,25
271,bargain_hunter,32.0,web,2024-05-17,0.35,25
272,regular,24.0,mobile_app,2024-07-04,0.6,55
273,regular,18.0,web,2024-07-24,0.6,55
274,regular,18.0,web,2024-06-15,0.6,55
275,loyal_vip,34.0,in_store,2024-01-22,0.85,120
276,regular,44.0,mobile_app,2024-03-22,0.6,55
277,bargain_hunter,69.0,mobile_app,2024-10-04,0.35,25
278,bargain_hunter,27.0,mobile_app,2024-05-23,0.35,25
279,bargain_hunter,34.0,mobile_app,2024-03-24,0.35,25
280,regular,39.0,mobile_app,2024-07-18,0.6,55
281,loyal_vip,60.0,mobile_app,2024-04-28,0.85,120
282,loyal_vip,51.0,mobile_app,2024-01-29,0.85,120
283,loyal_vip,38.0,web,2024-06-03,0.85,120
284,one_off,58.0,in_store,2024-04-21,0.1,40
285,loyal_vip,35.0,mobile_app,2024-09-27,0.85,120
286,bargain_hunter,46.0,web,2024-01-22,0.35,25
287,bargain_hunter,18.0,mobile_app,2024-09-13,0.35,25
288,bargain_hunter,40.0,web,2024-02-17,0.35,25
289,loyal_vip,46.0,web,2024-03-02,0.85,120
290,bargain_hunter,54.0,web,2024-09-13,0.35,25
291,bargain_hunter,52.0,mobile_app,2024-11-30,0.35,25
292,one_off,33.0,mobile_app,2024-12-08,0.1,40
293,regular,32.0,mobile_app,2024-08-09,0.6,55
294,bargain_hunter,47.0,web,2024-10-21,0.35,25
295,loyal_vip,18.0,mobile_app,2024-12-12,0.85,120
296,regular,41.0,web,2024-02-08,0.6,55
297,regular,,web,2024-07-09,0.6,55
298,bargain_hunter,30.0,web,2024-11-07,0.35,25
299,bargain_hunter,42.0,mobile_app,2024-05-14,0.35,25
300,one_off,46.0,mobile_app,2024-01-23,0.1,40
301,regular,36.0,mobile_app,2024-11-23,0.6,55
302,regular,18.0,mobile_app,2024-01-04,0.6,55
303,regular,29.0,web,2024-02-21,0.6,55
304,bargain_hunter,44.0,mobile_app,2024-07-09,0.35,25
305,regular,37.0,in_store,2024-05-12,0.6,55
306,bargain_hunter,51.0,web,2024-10-12,0.35,25
307,one_off,32.0,mobile_app,2024-07-01,0.1,40
308,loyal_vip,54.0,mobile_app,2024-08-03,0.85,120
309,one_off,33.0,web,2024-09-25,0.1,40
310,loyal_vip,42.0,mobile_app,2024-12-17,0.85,120
311,bargain_hunter,57.0,web,2024-08-12,0.35,25
312,regular,42.0,web,2024-12-07,0.6,55
313,regular,54.0,web,2024-02-26,0.6,55
314,regular,56.0,mobile_app,2024-03-13,0.6,55
315,regular,41.0,web,2024-05-22,0.6,55
316,regular,43.0,web,2024-04-20,0.6,55
317,bargain_hunter,40.0,mobile_app,2024-10-28,0.35,25
318,bargain_hunter,44.0,web,2024-08-19,0.35,25
319,loyal_vip,36.0,mobile_app,2024-02-16,0.85,120
320,bargain_hunter,34.0,web,2024-06-26,0.35,25
321,regular,45.0,mobile_app,2024-07-19,0.6,55
322,bargain_hunter,74.0,mobile_app,2024-10-29,0.35,25
323,loyal_vip,42.0,web,2024-02-29,0.85,120
324,regular,34.0,in_store,2024-09-29,0.6,55
325,bargain_hunter,32.0,mobile_app,2024-07-07,0.35,25
326,bargain_hunter,42.0,mobile_app,2024-05-16,0.35,25
327,loyal_vip,37.0,mobile_app,2024-02-03,0.85,120
328,bargain_hunter,39.0,web,2024-11-19,0.35,25
329,bargain_hunter,27.0,mobile_app,2024-04-20,0.35,25
330,bargain_hunter,26.0,web,2024-02-10,0.35,25
331,regular,27.0,mobile_app,2024-04-29,0.6,55
332,bargain_hunter,57.0,mobile_app,2024-09-01,0.35,25
333,bargain_hunter,46.0,web,2024-01-15,0.35,25
334,regular,,mobile_app,2024-05-08,0.6,55
335,bargain_hunter,48.0,mobile_app,2024-06-25,0.35,25
336,regular,31.0,web,2024-12-31,0.6,55
337,bargain_hunter,51.0,mobile_app,2024-07-24,0.35,25
338,loyal_vip,34.0,mobile_app,2024-12-12,0.85,120
339,one_off,45.0,mobile_app,2024-08-12,0.1,40
340,bargain_hunter,60.0,web,2024-01-02,0.35,25
341,regular,42.0,web,2024-12-08,0.6,55
342,regular,41.0,web,2024-03-28,0.6,55
343,bargain_hunter,53.0,web,2024-05-21,0.35,25
344,regular,38.0,mobile_app,2024-07-21,0.6,55
345,bargain_hunter,51.0,web,2024-06-16,0.35,25
346,regular,27.0,mobile_app,2024-12-27,0.6,55
347,bargain_hunter,60.0,web,2024-12-16,0.35,25
348,loyal_vip,60.0,web,2024-08-27,0.85,120
349,bargain_hunter,49.0,web,2024-09-04,0.35,25
350,regular,33.0,mobile_app,2024-05-24,0.6,55
351,bargain_hunter,43.0,web,2024-09-11,0.35,25
352,regular,18.0,in_store,2024-10-02,0.6,55
353,bargain_hunter,53.0,web,2024-12-26,0.35,25
354,bargain_hunter,43.0,web,2024-07-12,0.35,25
355,bargain_hunter,27.0,web,2024-02-17,0.35,25
356,loyal_vip,38.0,web,2024-08-13,0.85,120
357,loyal_vip,46.0,web,2024-10-01,0.85,120
358,bargain_hunter,51.0,mobile_app,2024-06-30,0.35,25
359,regular,48.0,mobile_app,2024-01-14,0.6,55
360,loyal_vip,53.0,web,2024-12-06,0.85,120
361,regular,43.0,web,2024-12-01,0.6,55
362,regular,48.0,web,2024-08-25,0.6,55
363,regular,48.0,web,2024-01-17,0.6,55
364,regular,56.0,in_store,2024-10-28,0.6,55
365,bargain_hunter,19.0,mobile_app,2024-10-06,0.35,25
366,regular,64.0,in_store,2024-11-18,0.6,55
367,bargain_hunter,25.0,web,2024-03-08,0.35,25
368,bargain_hunter,45.0,mobile_app,2024-09-16,0.35,25
369,bargain_hunter,55.0,web,2024-05-22,0.35,25
370,bargain_hunter,34.0,web,2024-07-17,0.35,25
371,bargain_hunter,45.0,in_store,2024-10-20,0.35,25
372,regular,24.0,mobile_app,2024-09-02,0.6,55
373,regular,26.0,mobile_app,2024-11-23,0.6,55
374,bargain_hunter,,web,2024-02-10,0.35,25
375,bargain_hunter,54.0,mobile_app,2024-07-26,0.35,25
376,bargain_hunter,43.0,web,2024-12-29,0.35,25
377,regular,44.0,web,2024-12-02,0.6,55
378,bargain_hunter,48.0,web,2024-05-05,0.35,25
379,loyal_vip,39.0,web,2024-07-05,0.85,120
380,regular,27.0,mobile_app,2024-03-01,0.6,55
381,regular,41.0,web,2024-12-13,0.6,55
382,regular,56.0,mobile_app,2024-01-07,0.6,55
383,regular,26.0,mobile_app,2024-03-17,0.6,55
384,regular,43.0,web,2024-08-23,0.6,55
385,regular,28.0,mobile_app,2024-01-09,0.6,55
386,loyal_vip,52.0,web,2024-08-15,0.85,120
387,bargain_hunter,18.0,web,2024-12-13,0.35,25
388,regular,18.0,web,2024-10-20,0.6,55
389,loyal_vip,35.0,web,2024-05-13,0.85,120
390,bargain_hunter,52.0,mobile_app,2024-06-21,0.35,25
391,regular,20.0,web,2024-05-13,0.6,55
392,regular,43.0,web,2024-08-09,0.6,55
393,one_off,44.0,mobile_app,2024-01-29,0.1,40
394,regular,,web,2024-09-03,0.6,55
395,loyal_vip,47.0,web,2024-02-02,0.85,120
396,regular,47.0,web,2024-10-14,0.6,55
397,regular,55.0,mobile_app,2024-08-19,0.6,55
398,one_off,34.0,mobile_app,2024-12-11,0.1,40
399,regular,27.0,mobile_app,2024-05-18,0.6,55
400,one_off,44.0,mobile_app,2024-09-02,0.1,40
401,regular,47.0,mobile_app,2024-04-14,0.6,55
402,bargain_hunter,37.0,web,2024-07-25,0.35,25
403,bargain_hunter,43.0,mobile_app,2024-11-07,0.35,25
404,regular,39.0,web,2024-05-25,0.6,55
405,bargain_hunter,66.0,web,2024-08-26,0.35,25
406,regular,36.0,web,2024-03-23,0.6,55
407,regular,22.0,mobile_app,2024-10-11,0.6,55
408,bargain_hunter,28.0,web,2024-09-05,0.35,25
409,bargain_hunter,26.0,web,2024-05-29,0.35,25
410,bargain_hunter,29.0,mobile_app,2024-09-24,0.35,25
411,regular,44.0,web,2024-04-02,0.6,55
412,regular,48.0,mobile_app,2024-12-02,0.6,55
413,loyal_vip,35.0,web,2024-05-10,0.85,120
414,bargain_hunter,52.0,in_store,2024-08-19,0.35,25
415,regular,51.0,web,2024-02-27,0.6,55
416,one_off,19.0,mobile_app,2024-09-18,0.1,40
417,regular,50.0,mobile_app,2024-04-16,0.6,55
418,bargain_hunter,33.0,mobile_app,2024-08-17,0.35,25
419,regular,28.0,web,2024-12-18,0.6,55
420,regular,34.0,mobile_app,2024-09-03,0.6,55
421,regular,38.0,web,2024-02-24,0.6,55
422,regular,26.0,web,2024-08-03,0.6,55
423,regular,46.0,web,2024-01-14,0.6,55
424,regular,31.0,web,2024-01-14,0.6,55
425,bargain_hunter,30.0,web,2024-03-28,0.35,25
426,one_off,19.0,web,2024-12-11,0.1,40
427,regular,58.0,mobile_app,2024-10-27,0.6,55
428,bargain_hunter,44.0,web,2024-06-27,0.35,25
429,regular,28.0,mobile_app,2024-06-30,0.6,55
430,regular,40.0,mobile_app,2024-10-14,0.6,55
431,one_off,49.0,mobile_app,2024-12-22,0.1,40
432,regular,49.0,web,2024-11-23,0.6,55
433,regular,66.0,mobile_app,2024-03-03,0.6,55
434,bargain_hunter,31.0,in_store,2024-04-30,0.35,25
435,regular,63.0,mobile_app,2024-08-23,0.6,55
436,bargain_hunter,50.0,mobile_app,2024-09-06,0.35,25
437,bargain_hunter,27.0,web,2024-10-05,0.35,25
438,one_off,39.0,web,2024-06-10,0.1,40
439,bargain_hunter,29.0,mobile_app,2024-09-04,0.35,25
440,one_off,43.0,mobile_app,2024-05-22,0.1,40
441,regular,46.0,mobile_app,2024-03-09,0.6,55
442,regular,39.0,mobile_app,2024-05-03,0.6,55
443,loyal_vip,43.0,in_store,2024-12-20,0.85,120
444,loyal_vip,51.0,in_store,2024-04-19,0.85,120
445,bargain_hunter,30.0,web,2024-11-25,0.35,25
446,regular,18.0,web,2024-04-01,0.6,55
447,bargain_hunter,30.0,in_store,2024-05-09,0.35,25
448,regular,28.0,mobile_app,2024-11-28,0.6,55
449,bargain_hunter,50.0,web,2024-08-17,0.35,25
450,bargain_hunter,20.0,in_store,2024-04-23,0.35,25
451,bargain_hunter,40.0,web,2024-10-17,0.35,25
452,loyal_vip,28.0,web,2024-06-15,0.85,120
453,bargain_hunter,47.0,web,2024-11-09,0.35,25
454,regular,44.0,web,2024-02-19,0.6,55
455,one_off,33.0,in_store,2024-02-07,0.1,40
456,bargain_hunter,47.0,mobile_app,2024-04-15,0.35,25
457,bargain_hunter,22.0,mobile_app,2024-03-21,0.35,25
458,regular,34.0,web,2024-03-23,0.6,55
459,one_off,70.0,mobile_app,2024-02-11,0.1,40
460,bargain_hunter,57.0,mobile_app,2024-09-01,0.35,25
461,regular,35.0,web,2024-11-20,0.6,55
462,loyal_vip,35.0,web,2024-01-19,0.85,120
463,loyal_vip,28.0,web,2024-02-25,0.85,120
464,regular,35.0,web,2024-09-16,0.6,55
465,bargain_hunter,23.0,mobile_app,2024-04-06,0.35,25
466,bargain_hunter,59.0,mobile_app,2024-10-16,0.35,25
467,bargain_hunter,20.0,mobile_app,2024-01-07,0.35,25
468,bargain_hunter,33.0,mobile_app,2024-02-08,0.35,25
469,bargain_hunter,,in_store,2024-02-29,0.35,25
470,regular,56.0,web,2024-11-11,0.6,55
471,bargain_hunter,63.0,web,2024-05-20,0.35,25
472,bargain_hunter,35.0,web,2024-02-02,0.35,25
473,regular,44.0,in_store,2024-09-19,0.6,55
474,bargain_hunter,32.0,mobile_app,2024-06-26,0.35,25
475,regular,26.0,web,2024-10-27,0.6,55
476,bargain_hunter,23.0,web,2024-05-03,0.35,25
477,regular,39.0,web,2024-12-16,0.6,55
478,loyal_vip,18.0,mobile_app,2024-10-20,0.85,120
479,loyal_vip,53.0,in_store,2024-05-17,0.85,120
480,regular,58.0,mobile_app,2024-11-14,0.6,55
481,bargain_hunter,38.0,web,2024-10-08,0.35,25
482,loyal_vip,31.0,web,2024-05-28,0.85,120
483,loyal_vip,27.0,web,2024-04-03,0.85,120
484,regular,49.0,mobile_app,2024-08-06,0.6,55
485,bargain_hunter,45.0,web,2024-12-27,0.35,25
486,bargain_hunter,39.0,mobile_app,2024-09-13,0.35,25
487,loyal_vip,,web,2024-09-06,0.85,120
488,regular,45.0,web,2024-08-06,0.6,55
489,loyal_vip,47.0,in_store,2024-04-10,0.85,120
490,regular,33.0,in_store,2024-03-18,0.6,55
